Date,Crop,Category,Market,District,State,Min_Price,Max_Price,Modal_Price,Quantity
27-09-2024,Arecanut (Betel Nut),Plantation,Raichur APMC,Raichur,Karnataka,9125,27082,17375,618
28-09-2024,Banana,Fruits,Udupi APMC,Vijayapura,Karnataka,3454,47452,31840,127
29-09-2024,Cowpea,Pulses,Vijayapura APMC,Udupi,Karnataka,5494,39525,19339,243
30-09-2024,Tobacco,Commercial Crops,Udupi APMC,Davangere,Karnataka,2946,22952,13226,334
01-10-2024,Tobacco,Commercial Crops,Hubballi APMC,Bengaluru,Karnataka,3808,51509,34504,576
02-10-2024,Cauliflower,Vegetables,Bengaluru APMC,Kalaburagi,Karnataka,7642,43581,23108,573
03-10-2024,Grapes,Fruits,Tumakuru APMC,Hassan,Karnataka,4825,35149,25494,662
04-10-2024,Grapes,Fruits,Davanagere APMC,Raichur,Karnataka,4536,37403,15998,205
05-10-2024,Green Gram,Pulses,Shivamogga APMC,Davangere,Karnataka,7068,17271,10203,389
06-10-2024,Beans,Vegetables,Raichur APMC,Vijayapura,Karnataka,4802,31346,22365,174
07-10-2024,Beans,Vegetables,Sagar APMC,Dharwad,Karnataka,5699,31598,14180,920
08-10-2024,Mango,Fruits,Belagavi APMC,Shivamogga,Karnataka,2970,42033,30187,329
09-10-2024,Cotton,Commercial Crops,Dharwad APMC,Udupi,Karnataka,6806,42150,30860,966
10-10-2024,Cauliflower,Vegetables,Kalaburagi APMC,Davangere,Karnataka,7142,20890,12020,955
11-10-2024,Banana,Fruits,Thirthahalli APMC,Chikkamagaluru,Karnataka,3819,53305,29306,671
12-10-2024,Brinjal,Vegetables,Kalaburagi APMC,Belagavi,Karnataka,1364,12457,5512,895
13-10-2024,Banana,Fruits,Davanagere APMC,Belagavi,Karnataka,5258,30486,17147,918
14-10-2024,Wheat,Cereals,Vijayapura APMC,Udupi,Karnataka,4119,35003,14143,707
15-10-2024,Copra,Plantation,Shivamogga APMC,Vijayapura,Karnataka,2863,38046,16569,777
16-10-2024,Maize,Cereals,Dharwad APMC,Chitradurga,Karnataka,1115,27149,12708,959
17-10-2024,Papaya,Fruits,Hubballi APMC,Raichur,Karnataka,8084,23794,15553,723
18-10-2024,Arecanut (Betel Nut),Plantation,Hassan APMC,Dharwad,Karnataka,9016,38275,29234,177
19-10-2024,Brinjal,Vegetables,Hubballi APMC,Belagavi,Karnataka,3384,49343,32023,363
20-10-2024,Cauliflower,Vegetables,Raichur APMC,Davangere,Karnataka,4935,48392,30790,381
21-10-2024,Cabbage,Vegetables,Thirthahalli APMC,Bengaluru,Karnataka,8742,38885,24260,199
22-10-2024,Bajra,Cereals,Udupi APMC,Mysuru,Karnataka,6442,18545,14139,503
23-10-2024,Papaya,Fruits,Davanagere APMC,Chitradurga,Karnataka,3490,13855,8006,85
24-10-2024,Pomegranate,Fruits,Davanagere APMC,Mysuru,Karnataka,7980,34083,23213,734
25-10-2024,Onion,Vegetables,Chikkamagaluru APMC,Hassan,Karnataka,8661,51171,38312,469
26-10-2024,Cabbage,Vegetables,Chitradurga APMC,Raichur,Karnataka,2724,37200,17406,71
27-10-2024,Green Chilli,Vegetables,Tumakuru APMC,Tumakuru,Karnataka,9182,31924,22136,255
28-10-2024,Papaya,Fruits,Dharwad APMC,Chitradurga,Karnataka,3767,26158,18046,688
29-10-2024,Banana,Fruits,Chikkamagaluru APMC,Shivamogga,Karnataka,2137,49077,33414,897
30-10-2024,Cotton,Commercial Crops,Belagavi APMC,Udupi,Karnataka,5117,44018,27959,405
31-10-2024,Capsicum,Vegetables,Bhadravati APMC,Hassan,Karnataka,4420,46421,21785,489
01-11-2024,Tomato,Vegetables,Tumakuru APMC,Tumakuru,Karnataka,6845,32468,17876,778
02-11-2024,Banana,Fruits,Thirthahalli APMC,Dharwad,Karnataka,5778,18156,9594,145
03-11-2024,Jola (Jowar),Cereals,Mysuru APMC,Chitradurga,Karnataka,4906,36278,23866,978
04-11-2024,Coconut,Plantation,Belagavi APMC,Chikkamagaluru,Karnataka,4637,53074,19996,990
05-11-2024,Potato,Vegetables,Dharwad APMC,Chikkamagaluru,Karnataka,3953,49456,33342,213
06-11-2024,Green Chilli,Vegetables,Bengaluru APMC,Shivamogga,Karnataka,6929,47675,21087,197
07-11-2024,Jola (Jowar),Cereals,Chikkamagaluru APMC,Raichur,Karnataka,1276,39199,15260,579
08-11-2024,Turmeric,Commercial Crops,Bhadravati APMC,Belagavi,Karnataka,2999,22866,12746,343
09-11-2024,Onion,Vegetables,Hassan APMC,Davangere,Karnataka,2227,45951,28249,244
10-11-2024,Capsicum,Vegetables,Raichur APMC,Hassan,Karnataka,7337,26643,14202,712
11-11-2024,Tobacco,Commercial Crops,Sagar APMC,Kalaburagi,Karnataka,4735,54126,28247,529
12-11-2024,Tomato,Vegetables,Chitradurga APMC,Chitradurga,Karnataka,1695,26603,13978,926
13-11-2024,Rice (Akki),Cereals,Davanagere APMC,Hassan,Karnataka,5152,42233,19425,172
14-11-2024,Beans,Vegetables,Davanagere APMC,Chitradurga,Karnataka,8901,56129,25252,449
15-11-2024,Rice (Akki),Cereals,Hubballi APMC,Udupi,Karnataka,8470,41856,29656,748
16-11-2024,Carrot,Vegetables,Raichur APMC,Chitradurga,Karnataka,8537,46839,27726,501
17-11-2024,Arecanut (Betel Nut),Plantation,Hassan APMC,Udupi,Karnataka,3841,33053,12773,710
18-11-2024,Turmeric,Commercial Crops,Sagar APMC,Chitradurga,Karnataka,5208,50826,33546,153
19-11-2024,Banana,Fruits,Raichur APMC,Chikkamagaluru,Karnataka,9733,30431,24063,804
20-11-2024,Black Gram,Pulses,Bengaluru APMC,Chikkamagaluru,Karnataka,2088,16682,10003,511
21-11-2024,Watermelon,Fruits,Sagar APMC,Raichur,Karnataka,4363,39888,22178,792
22-11-2024,Cabbage,Vegetables,Kalaburagi APMC,Vijayapura,Karnataka,1024,25306,16840,767
23-11-2024,Carrot,Vegetables,Kalaburagi APMC,Bengaluru,Karnataka,7144,31478,23716,759
24-11-2024,Papaya,Fruits,Raichur APMC,Bengaluru,Karnataka,6668,45847,30247,445
25-11-2024,Potato,Vegetables,Sagar APMC,Vijayapura,Karnataka,5236,21880,13195,961
26-11-2024,Onion,Vegetables,Sagar APMC,Belagavi,Karnataka,9068,54686,33560,386
27-11-2024,Groundnut,Oilseeds,Chitradurga APMC,Bengaluru,Karnataka,3235,46168,28152,648
28-11-2024,Toor Dal,Pulses,Belagavi APMC,Raichur,Karnataka,8295,51982,24796,191
29-11-2024,Guava,Fruits,Hubballi APMC,Kalaburagi,Karnataka,9392,36767,22501,366
30-11-2024,Sugarcane,Commercial Crops,Hassan APMC,Kalaburagi,Karnataka,9448,50374,35310,760
01-12-2024,Ragi,Cereals,Thirthahalli APMC,Davangere,Karnataka,4747,51354,30935,607
02-12-2024,Green Gram,Pulses,Dharwad APMC,Davangere,Karnataka,4175,31817,17014,849
03-12-2024,Soybean,Oilseeds,Davanagere APMC,Kalaburagi,Karnataka,5897,39890,25115,576
04-12-2024,Sesame,Oilseeds,Bhadravati APMC,Hassan,Karnataka,6037,37225,16868,605
05-12-2024,Cowpea,Pulses,Chikkamagaluru APMC,Mysuru,Karnataka,8427,51023,28047,450
06-12-2024,Tomato,Vegetables,Hassan APMC,Vijayapura,Karnataka,9605,47377,32920,730
07-12-2024,Sunflower,Oilseeds,Sagar APMC,Davangere,Karnataka,3014,43871,18875,359
08-12-2024,Brinjal,Vegetables,Hassan APMC,Tumakuru,Karnataka,2381,23157,10159,544
09-12-2024,Mango,Fruits,Sagar APMC,Chikkamagaluru,Karnataka,2098,44933,31240,605
10-12-2024,Rice (Akki),Cereals,Bhadravati APMC,Udupi,Karnataka,4426,24214,12024,659
11-12-2024,Capsicum,Vegetables,Udupi APMC,Raichur,Karnataka,4655,20315,10987,822
12-12-2024,Tomato,Vegetables,Bengaluru APMC,Kalaburagi,Karnataka,8938,23416,18897,158
13-12-2024,Tobacco,Commercial Crops,Hassan APMC,Bengaluru,Karnataka,1187,19397,12002,844
14-12-2024,Potato,Vegetables,Hubballi APMC,Vijayapura,Karnataka,6409,27331,18540,421
15-12-2024,Tobacco,Commercial Crops,Mysuru APMC,Hassan,Karnataka,3092,49381,32771,904
16-12-2024,Tobacco,Commercial Crops,Davanagere APMC,Kalaburagi,Karnataka,3130,46470,18140,665
17-12-2024,Bajra,Cereals,Chikkamagaluru APMC,Shivamogga,Karnataka,6242,56092,35274,817
18-12-2024,Sunflower,Oilseeds,Bhadravati APMC,Udupi,Karnataka,9549,57712,33702,940
19-12-2024,Pomegranate,Fruits,Hubballi APMC,Tumakuru,Karnataka,6647,35289,24739,255
20-12-2024,Banana,Fruits,Chitradurga APMC,Bengaluru,Karnataka,6185,27279,16801,896
21-12-2024,Green Gram,Pulses,Mysuru APMC,Tumakuru,Karnataka,6776,39199,24547,92
22-12-2024,Wheat,Cereals,Davanagere APMC,Chikkamagaluru,Karnataka,8913,52331,30235,914
23-12-2024,Watermelon,Fruits,Vijayapura APMC,Kalaburagi,Karnataka,8547,24288,16280,294
24-12-2024,Maize,Cereals,Kalaburagi APMC,Chitradurga,Karnataka,8823,25661,19047,336
25-12-2024,Bajra,Cereals,Chitradurga APMC,Chikkamagaluru,Karnataka,8355,21617,15668,404
26-12-2024,Capsicum,Vegetables,Davanagere APMC,Raichur,Karnataka,7465,22461,15762,834
27-12-2024,Cauliflower,Vegetables,Vijayapura APMC,Belagavi,Karnataka,2497,34661,17939,525
28-12-2024,Papaya,Fruits,Belagavi APMC,Hassan,Karnataka,3555,49150,26920,132
29-12-2024,Turmeric,Commercial Crops,Davanagere APMC,Udupi,Karnataka,6409,46666,30494,159
30-12-2024,Soybean,Oilseeds,Belagavi APMC,Dharwad,Karnataka,3951,28162,19213,999
31-12-2024,Groundnut,Oilseeds,Raichur APMC,Dharwad,Karnataka,2238,42691,25645,239
01-01-2025,Cauliflower,Vegetables,Kalaburagi APMC,Udupi,Karnataka,5727,20959,15927,849
02-01-2025,Copra,Plantation,Mysuru APMC,Shivamogga,Karnataka,4965,17182,12639,985
03-01-2025,Arecanut (Betel Nut),Plantation,Belagavi APMC,Raichur,Karnataka,6686,40915,24648,958
04-01-2025,Copra,Plantation,Sagar APMC,Hassan,Karnataka,4701,28933,18478,300
05-01-2025,Brinjal,Vegetables,Mysuru APMC,Tumakuru,Karnataka,3780,39393,27659,773
06-01-2025,Carrot,Vegetables,Bhadravati APMC,Shivamogga,Karnataka,8398,32424,21556,340
07-01-2025,Pomegranate,Fruits,Mysuru APMC,Mysuru,Karnataka,2588,41142,26874,694
08-01-2025,Carrot,Vegetables,Belagavi APMC,Udupi,Karnataka,3368,44276,26912,250
09-01-2025,Tomato,Vegetables,Belagavi APMC,Tumakuru,Karnataka,6789,36399,22209,846
10-01-2025,Black Gram,Pulses,Shivamogga APMC,Dharwad,Karnataka,1436,51041,21116,375
11-01-2025,Cowpea,Pulses,Chitradurga APMC,Davangere,Karnataka,3828,20859,11839,560
12-01-2025,Ragi,Cereals,Vijayapura APMC,Vijayapura,Karnataka,2556,38071,26958,458
13-01-2025,Ragi,Cereals,Mysuru APMC,Belagavi,Karnataka,8570,55054,34745,656
14-01-2025,Mango,Fruits,Shivamogga APMC,Dharwad,Karnataka,8480,54662,32761,839
15-01-2025,Capsicum,Vegetables,Vijayapura APMC,Hassan,Karnataka,1182,11752,8298,990
16-01-2025,Potato,Vegetables,Hassan APMC,Chitradurga,Karnataka,8190,50444,30779,886
17-01-2025,Turmeric,Commercial Crops,Belagavi APMC,Chikkamagaluru,Karnataka,7687,36975,22637,557
18-01-2025,Ragi,Cereals,Chikkamagaluru APMC,Vijayapura,Karnataka,6565,29853,20625,780
19-01-2025,Soybean,Oilseeds,Belagavi APMC,Vijayapura,Karnataka,8241,48118,31572,650
20-01-2025,Watermelon,Fruits,Bengaluru APMC,Davangere,Karnataka,8651,37540,19550,121
21-01-2025,Wheat,Cereals,Thirthahalli APMC,Belagavi,Karnataka,6575,17492,11908,296
22-01-2025,Tobacco,Commercial Crops,Chitradurga APMC,Kalaburagi,Karnataka,2589,22655,12401,690
23-01-2025,Cabbage,Vegetables,Tumakuru APMC,Belagavi,Karnataka,9851,49355,27679,773
24-01-2025,Jola (Jowar),Cereals,Davanagere APMC,Mysuru,Karnataka,1159,18141,9767,989
25-01-2025,Cowpea,Pulses,Chikkamagaluru APMC,Mysuru,Karnataka,7555,56659,30400,904
26-01-2025,Carrot,Vegetables,Belagavi APMC,Bengaluru,Karnataka,9244,37306,19900,657
27-01-2025,Soybean,Oilseeds,Bengaluru APMC,Dharwad,Karnataka,7846,34845,20399,636
28-01-2025,Pomegranate,Fruits,Bengaluru APMC,Dharwad,Karnataka,3307,23248,9866,984
29-01-2025,Tobacco,Commercial Crops,Chikkamagaluru APMC,Dharwad,Karnataka,2228,35698,19978,615
30-01-2025,Cabbage,Vegetables,Tumakuru APMC,Bengaluru,Karnataka,8226,39359,28197,393
31-01-2025,Sesame,Oilseeds,Kalaburagi APMC,Raichur,Karnataka,6590,21119,15164,974
01-02-2025,Brinjal,Vegetables,Thirthahalli APMC,Shivamogga,Karnataka,7919,35438,20142,103
02-02-2025,Wheat,Cereals,Bhadravati APMC,Chitradurga,Karnataka,6585,28777,14016,779
03-02-2025,Cauliflower,Vegetables,Dharwad APMC,Chitradurga,Karnataka,7046,25612,14117,577
04-02-2025,Wheat,Cereals,Belagavi APMC,Belagavi,Karnataka,5945,23171,14871,660
05-02-2025,Cowpea,Pulses,Udupi APMC,Davangere,Karnataka,8927,56857,27276,581
06-02-2025,Soybean,Oilseeds,Tumakuru APMC,Hassan,Karnataka,8016,39275,24195,607
07-02-2025,Carrot,Vegetables,Bhadravati APMC,Belagavi,Karnataka,8758,52845,26068,242
08-02-2025,Carrot,Vegetables,Belagavi APMC,Mysuru,Karnataka,6086,17227,13211,944
09-02-2025,Cotton,Commercial Crops,Dharwad APMC,Vijayapura,Karnataka,8161,22788,14873,107
10-02-2025,Watermelon,Fruits,Raichur APMC,Tumakuru,Karnataka,2884,15574,7937,486
11-02-2025,Guava,Fruits,Hassan APMC,Chikkamagaluru,Karnataka,2809,16064,11092,160
12-02-2025,Banana,Fruits,Raichur APMC,Bengaluru,Karnataka,4167,19380,10817,178
13-02-2025,Cauliflower,Vegetables,Mysuru APMC,Udupi,Karnataka,7352,54228,23505,898
14-02-2025,Pomegranate,Fruits,Bhadravati APMC,Tumakuru,Karnataka,7056,36460,22586,755
15-02-2025,Tomato,Vegetables,Belagavi APMC,Hassan,Karnataka,3437,38817,22281,974
16-02-2025,Bengal Gram,Pulses,Sagar APMC,Dharwad,Karnataka,7468,42988,28278,901
17-02-2025,Wheat,Cereals,Vijayapura APMC,Mysuru,Karnataka,6951,36124,18506,375
18-02-2025,Guava,Fruits,Chitradurga APMC,Kalaburagi,Karnataka,6276,40265,22506,57
19-02-2025,Mango,Fruits,Tumakuru APMC,Mysuru,Karnataka,9859,44378,24114,78
20-02-2025,Green Chilli,Vegetables,Bengaluru APMC,Mysuru,Karnataka,8818,41257,19600,161
21-02-2025,Bengal Gram,Pulses,Hassan APMC,Dharwad,Karnataka,5728,27141,19660,996
22-02-2025,Copra,Plantation,Bhadravati APMC,Udupi,Karnataka,3624,28619,18410,722
23-02-2025,Capsicum,Vegetables,Hubballi APMC,Bengaluru,Karnataka,6738,40297,20852,180
24-02-2025,Ragi,Cereals,Davanagere APMC,Tumakuru,Karnataka,5232,38745,23321,237
25-02-2025,Wheat,Cereals,Thirthahalli APMC,Dharwad,Karnataka,6793,21814,12509,724
26-02-2025,Maize,Cereals,Thirthahalli APMC,Hassan,Karnataka,5523,47987,33383,758
27-02-2025,Soybean,Oilseeds,Kalaburagi APMC,Bengaluru,Karnataka,6571,37690,17337,524
28-02-2025,Onion,Vegetables,Thirthahalli APMC,Hassan,Karnataka,3224,42523,15074,413
01-03-2025,Soybean,Oilseeds,Raichur APMC,Bengaluru,Karnataka,9389,58739,34104,253
02-03-2025,Rice (Akki),Cereals,Udupi APMC,Udupi,Karnataka,7091,42608,26030,261
03-03-2025,Brinjal,Vegetables,Raichur APMC,Chikkamagaluru,Karnataka,9662,32779,21951,670
04-03-2025,Capsicum,Vegetables,Bengaluru APMC,Hassan,Karnataka,7361,39611,17739,325
05-03-2025,Beans,Vegetables,Shivamogga APMC,Dharwad,Karnataka,2948,31898,15270,122
06-03-2025,Sugarcane,Commercial Crops,Kalaburagi APMC,Bengaluru,Karnataka,8094,35453,21765,728
07-03-2025,Onion,Vegetables,Kalaburagi APMC,Chitradurga,Karnataka,7318,40914,20307,821
08-03-2025,Cowpea,Pulses,Dharwad APMC,Mysuru,Karnataka,4796,40326,27857,292
09-03-2025,Papaya,Fruits,Hubballi APMC,Raichur,Karnataka,1234,12496,5005,836
10-03-2025,Banana,Fruits,Udupi APMC,Belagavi,Karnataka,4607,37222,20750,151
11-03-2025,Banana,Fruits,Thirthahalli APMC,Kalaburagi,Karnataka,9043,22370,16727,734
12-03-2025,Pomegranate,Fruits,Sagar APMC,Mysuru,Karnataka,1522,41290,17616,220
13-03-2025,Cowpea,Pulses,Udupi APMC,Shivamogga,Karnataka,6904,45754,28260,702
14-03-2025,Jola (Jowar),Cereals,Tumakuru APMC,Chikkamagaluru,Karnataka,5888,32736,22849,958
15-03-2025,Ragi,Cereals,Chikkamagaluru APMC,Chikkamagaluru,Karnataka,6832,56374,25466,237
16-03-2025,Banana,Fruits,Shivamogga APMC,Mysuru,Karnataka,8122,33282,24901,490
17-03-2025,Turmeric,Commercial Crops,Chitradurga APMC,Kalaburagi,Karnataka,6842,50840,29784,135
18-03-2025,Bengal Gram,Pulses,Hubballi APMC,Chitradurga,Karnataka,2316,39546,17941,525
19-03-2025,Cabbage,Vegetables,Hubballi APMC,Tumakuru,Karnataka,2124,21200,11134,101
20-03-2025,Groundnut,Oilseeds,Chikkamagaluru APMC,Udupi,Karnataka,6621,20426,12486,160
21-03-2025,Cowpea,Pulses,Bhadravati APMC,Hassan,Karnataka,6423,47508,30665,998
22-03-2025,Green Chilli,Vegetables,Dharwad APMC,Dharwad,Karnataka,3587,28302,18874,926
23-03-2025,Rice (Akki),Cereals,Bhadravati APMC,Chikkamagaluru,Karnataka,6672,22422,16645,903
24-03-2025,Papaya,Fruits,Thirthahalli APMC,Mysuru,Karnataka,2378,25610,18508,92
25-03-2025,Tomato,Vegetables,Raichur APMC,Mysuru,Karnataka,4374,50277,32674,260
26-03-2025,Arecanut (Betel Nut),Plantation,Sagar APMC,Udupi,Karnataka,2519,19472,11683,249
27-03-2025,Carrot,Vegetables,Belagavi APMC,Chitradurga,Karnataka,6777,48870,25116,859
28-03-2025,Green Gram,Pulses,Hassan APMC,Udupi,Karnataka,8935,44435,27318,907
29-03-2025,Cabbage,Vegetables,Tumakuru APMC,Davangere,Karnataka,7093,39511,17351,801
30-03-2025,Carrot,Vegetables,Hubballi APMC,Chitradurga,Karnataka,9418,53732,35915,676
31-03-2025,Bengal Gram,Pulses,Chikkamagaluru APMC,Davangere,Karnataka,6355,38804,21878,75
01-04-2025,Carrot,Vegetables,Bhadravati APMC,Tumakuru,Karnataka,5968,33446,14431,968
02-04-2025,Mango,Fruits,Hubballi APMC,Raichur,Karnataka,6574,51753,21257,348
03-04-2025,Toor Dal,Pulses,Dharwad APMC,Raichur,Karnataka,5072,40410,21150,126
04-04-2025,Maize,Cereals,Chikkamagaluru APMC,Tumakuru,Karnataka,3257,40156,22938,973
05-04-2025,Horse Gram,Pulses,Sagar APMC,Shivamogga,Karnataka,9588,23733,16458,186
06-04-2025,Cabbage,Vegetables,Raichur APMC,Chitradurga,Karnataka,5424,47525,28482,69
07-04-2025,Guava,Fruits,Udupi APMC,Tumakuru,Karnataka,4237,17012,10524,489
08-04-2025,Potato,Vegetables,Hubballi APMC,Bengaluru,Karnataka,4893,46540,28410,260
09-04-2025,Cotton,Commercial Crops,Vijayapura APMC,Udupi,Karnataka,3005,32544,14456,801
10-04-2025,Guava,Fruits,Davanagere APMC,Kalaburagi,Karnataka,3016,49754,19147,600
11-04-2025,Bengal Gram,Pulses,Chitradurga APMC,Raichur,Karnataka,2772,39388,22492,484
12-04-2025,Pomegranate,Fruits,Davanagere APMC,Chitradurga,Karnataka,9353,33472,21265,829
13-04-2025,Black Gram,Pulses,Sagar APMC,Dharwad,Karnataka,4976,40135,15902,256
14-04-2025,Onion,Vegetables,Shivamogga APMC,Bengaluru,Karnataka,2751,49850,24049,488
15-04-2025,Papaya,Fruits,Chitradurga APMC,Hassan,Karnataka,9967,30262,16917,828
16-04-2025,Papaya,Fruits,Hubballi APMC,Mysuru,Karnataka,8430,53140,31346,715
17-04-2025,Guava,Fruits,Bhadravati APMC,Tumakuru,Karnataka,8170,42855,24067,91
18-04-2025,Coconut,Plantation,Sagar APMC,Kalaburagi,Karnataka,7469,42948,26814,460
19-04-2025,Watermelon,Fruits,Raichur APMC,Mysuru,Karnataka,4220,47849,31368,572
20-04-2025,Capsicum,Vegetables,Udupi APMC,Chitradurga,Karnataka,1539,28572,12889,855
21-04-2025,Onion,Vegetables,Kalaburagi APMC,Chikkamagaluru,Karnataka,2461,49363,34581,659
22-04-2025,Tomato,Vegetables,Hubballi APMC,Shivamogga,Karnataka,6184,31592,19250,476
23-04-2025,Capsicum,Vegetables,Udupi APMC,Chikkamagaluru,Karnataka,9547,36967,24554,324
24-04-2025,Pomegranate,Fruits,Vijayapura APMC,Shivamogga,Karnataka,1234,27585,16314,497
25-04-2025,Cowpea,Pulses,Mysuru APMC,Davangere,Karnataka,2548,16679,10556,951
26-04-2025,Groundnut,Oilseeds,Dharwad APMC,Mysuru,Karnataka,8480,29829,19248,991
27-04-2025,Tomato,Vegetables,Raichur APMC,Shivamogga,Karnataka,5213,53438,27951,933
28-04-2025,Potato,Vegetables,Mysuru APMC,Vijayapura,Karnataka,2673,51520,18378,791
29-04-2025,Papaya,Fruits,Hubballi APMC,Raichur,Karnataka,7708,30161,14642,418
30-04-2025,Cauliflower,Vegetables,Dharwad APMC,Vijayapura,Karnataka,8982,37796,21752,987
01-05-2025,Arecanut (Betel Nut),Plantation,Kalaburagi APMC,Vijayapura,Karnataka,3100,31363,15351,269
02-05-2025,Sugarcane,Commercial Crops,Tumakuru APMC,Belagavi,Karnataka,4748,26906,14832,626
03-05-2025,Potato,Vegetables,Sagar APMC,Raichur,Karnataka,4173,29908,13318,916
04-05-2025,Tobacco,Commercial Crops,Udupi APMC,Bengaluru,Karnataka,2815,28645,18191,281
05-05-2025,Groundnut,Oilseeds,Sagar APMC,Kalaburagi,Karnataka,4841,38767,26648,377
06-05-2025,Copra,Plantation,Dharwad APMC,Shivamogga,Karnataka,9016,53795,39264,492
07-05-2025,Guava,Fruits,Hubballi APMC,Shivamogga,Karnataka,8011,21384,14657,101
08-05-2025,Cowpea,Pulses,Dharwad APMC,Bengaluru,Karnataka,5493,25828,17294,935
09-05-2025,Copra,Plantation,Tumakuru APMC,Mysuru,Karnataka,1674,35415,23343,992
10-05-2025,Cowpea,Pulses,Raichur APMC,Mysuru,Karnataka,9088,29780,18758,425
11-05-2025,Black Gram,Pulses,Udupi APMC,Vijayapura,Karnataka,9578,53635,28248,312
12-05-2025,Toor Dal,Pulses,Thirthahalli APMC,Bengaluru,Karnataka,3158,14605,10881,316
13-05-2025,Brinjal,Vegetables,Hassan APMC,Chitradurga,Karnataka,3661,33244,18638,408
14-05-2025,Sesame,Oilseeds,Chitradurga APMC,Raichur,Karnataka,3064,35829,19411,366
15-05-2025,Green Chilli,Vegetables,Vijayapura APMC,Vijayapura,Karnataka,4253,38159,16845,373
16-05-2025,Copra,Plantation,Bhadravati APMC,Chikkamagaluru,Karnataka,5979,35546,16128,970
17-05-2025,Soybean,Oilseeds,Mysuru APMC,Belagavi,Karnataka,8703,32842,24076,957
18-05-2025,Wheat,Cereals,Chikkamagaluru APMC,Dharwad,Karnataka,9931,58161,36248,715
19-05-2025,Papaya,Fruits,Belagavi APMC,Hassan,Karnataka,2401,31921,15104,919
20-05-2025,Cowpea,Pulses,Raichur APMC,Belagavi,Karnataka,4259,33961,15448,927
21-05-2025,Potato,Vegetables,Mysuru APMC,Mysuru,Karnataka,4923,40489,23496,701
22-05-2025,Cotton,Commercial Crops,Kalaburagi APMC,Kalaburagi,Karnataka,5214,22871,14635,988
23-05-2025,Guava,Fruits,Kalaburagi APMC,Dharwad,Karnataka,4227,51915,22482,612
24-05-2025,Tomato,Vegetables,Dharwad APMC,Davangere,Karnataka,3745,43879,29453,678
25-05-2025,Soybean,Oilseeds,Hubballi APMC,Tumakuru,Karnataka,7091,27436,13880,470
26-05-2025,Watermelon,Fruits,Chitradurga APMC,Kalaburagi,Karnataka,4866,42279,21419,95
27-05-2025,Watermelon,Fruits,Chikkamagaluru APMC,Vijayapura,Karnataka,6818,22026,15519,870
28-05-2025,Sesame,Oilseeds,Belagavi APMC,Shivamogga,Karnataka,3222,46677,21023,649
29-05-2025,Green Chilli,Vegetables,Shivamogga APMC,Chitradurga,Karnataka,3792,41810,27784,769
30-05-2025,Wheat,Cereals,Chitradurga APMC,Chitradurga,Karnataka,5063,23143,15838,938
31-05-2025,Papaya,Fruits,Hassan APMC,Bengaluru,Karnataka,2524,34426,22163,318
01-06-2025,Tomato,Vegetables,Mysuru APMC,Kalaburagi,Karnataka,9224,28710,15998,650
02-06-2025,Cabbage,Vegetables,Chikkamagaluru APMC,Bengaluru,Karnataka,7198,56060,24604,430
03-06-2025,Horse Gram,Pulses,Hassan APMC,Shivamogga,Karnataka,5025,36183,17943,167
04-06-2025,Coconut,Plantation,Raichur APMC,Vijayapura,Karnataka,3566,49437,26833,615
05-06-2025,Cowpea,Pulses,Udupi APMC,Kalaburagi,Karnataka,3803,49011,30892,165
06-06-2025,Black Gram,Pulses,Dharwad APMC,Tumakuru,Karnataka,4709,35228,24077,679
07-06-2025,Bengal Gram,Pulses,Hubballi APMC,Hassan,Karnataka,7155,48534,31227,309
08-06-2025,Arecanut (Betel Nut),Plantation,Vijayapura APMC,Tumakuru,Karnataka,1719,40097,27487,124
09-06-2025,Grapes,Fruits,Shivamogga APMC,Dharwad,Karnataka,7516,57408,37227,529
10-06-2025,Toor Dal,Pulses,Bengaluru APMC,Tumakuru,Karnataka,5579,29610,15732,354
11-06-2025,Groundnut,Oilseeds,Mysuru APMC,Chitradurga,Karnataka,1972,26508,11934,56
12-06-2025,Turmeric,Commercial Crops,Kalaburagi APMC,Dharwad,Karnataka,4718,15164,10761,415
13-06-2025,Black Gram,Pulses,Shivamogga APMC,Tumakuru,Karnataka,8395,55078,26001,683
14-06-2025,Beans,Vegetables,Bhadravati APMC,Hassan,Karnataka,5402,33020,14712,572
15-06-2025,Rice (Akki),Cereals,Shivamogga APMC,Kalaburagi,Karnataka,5552,22139,14059,397
16-06-2025,Wheat,Cereals,Shivamogga APMC,Hassan,Karnataka,3207,44687,29284,487
17-06-2025,Cabbage,Vegetables,Hassan APMC,Mysuru,Karnataka,5426,48420,20068,264
18-06-2025,Pomegranate,Fruits,Belagavi APMC,Shivamogga,Karnataka,7919,38446,26747,478
19-06-2025,Grapes,Fruits,Shivamogga APMC,Hassan,Karnataka,9835,43404,30803,840
20-06-2025,Copra,Plantation,Belagavi APMC,Dharwad,Karnataka,9386,30537,19812,547
21-06-2025,Green Gram,Pulses,Tumakuru APMC,Hassan,Karnataka,9680,25238,14704,589
22-06-2025,Ragi,Cereals,Bhadravati APMC,Mysuru,Karnataka,3204,46158,19090,796
23-06-2025,Tobacco,Commercial Crops,Chitradurga APMC,Bengaluru,Karnataka,6345,51648,32755,416
24-06-2025,Arecanut (Betel Nut),Plantation,Tumakuru APMC,Dharwad,Karnataka,4276,48976,30413,362
