Date,Crop,Category,Market,District,State,Min_Price,Max_Price,Modal_Price,Quantity
2024-09-27,Arecanut (Betel Nut),Plantation,Raichur APMC,Raichur,Karnataka,9125,27082,17375,618
2024-09-28,Banana,Fruits,Udupi APMC,Vijayapura,Karnataka,3454,47452,31840,127
2024-09-29,Cowpea,Pulses,Vijayapura APMC,Udupi,Karnataka,5494,39525,19339,243
2024-09-30,Tobacco,Commercial Crops,Udupi APMC,Davangere,Karnataka,2946,22952,13226,334
2024-10-01,Tobacco,Commercial Crops,Hubballi APMC,Bengaluru,Karnataka,3808,51509,34504,576
2024-10-02,Cauliflower,Vegetables,Bengaluru APMC,Kalaburagi,Karnataka,7642,43581,23108,573
2024-10-03,Grapes,Fruits,Tumakuru APMC,Hassan,Karnataka,4825,35149,25494,662
2024-10-04,Grapes,Fruits,Davanagere APMC,Raichur,Karnataka,4536,37403,15998,205
2024-10-05,Green Gram,Pulses,Shivamogga APMC,Davangere,Karnataka,7068,17271,10203,389
2024-10-06,Beans,Vegetables,Raichur APMC,Vijayapura,Karnataka,4802,31346,22365,174
2024-10-07,Beans,Vegetables,Sagar APMC,Dharwad,Karnataka,5699,31598,14180,920
2024-10-08,Mango,Fruits,Belagavi APMC,Shivamogga,Karnataka,2970,42033,30187,329
2024-10-09,Cotton,Commercial Crops,Dharwad APMC,Udupi,Karnataka,6806,42150,30860,966
2024-10-10,Cauliflower,Vegetables,Kalaburagi APMC,Davangere,Karnataka,7142,20890,12020,955
2024-10-11,Banana,Fruits,Thirthahalli APMC,Chikkamagaluru,Karnataka,3819,53305,29306,671
2024-10-12,Brinjal,Vegetables,Kalaburagi APMC,Belagavi,Karnataka,1364,12457,5512,895
2024-10-13,Banana,Fruits,Davanagere APMC,Belagavi,Karnataka,5258,30486,17147,918
2024-10-14,Wheat,Cereals,Vijayapura APMC,Udupi,Karnataka,4119,35003,14143,707
2024-10-15,Copra,Plantation,Shivamogga APMC,Vijayapura,Karnataka,2863,38046,16569,777
2024-10-16,Maize,Cereals,Dharwad APMC,Chitradurga,Karnataka,1115,27149,12708,959
2024-10-17,Papaya,Fruits,Hubballi APMC,Raichur,Karnataka,8084,23794,15553,723
2024-10-18,Arecanut (Betel Nut),Plantation,Hassan APMC,Dharwad,Karnataka,9016,38275,29234,177
2024-10-19,Brinjal,Vegetables,Hubballi APMC,Belagavi,Karnataka,3384,49343,32023,363
2024-10-20,Cauliflower,Vegetables,Raichur APMC,Davangere,Karnataka,4935,48392,30790,381
2024-10-21,Cabbage,Vegetables,Thirthahalli APMC,Bengaluru,Karnataka,8742,38885,24260,199
2024-10-22,Bajra,Cereals,Udupi APMC,Mysuru,Karnataka,6442,18545,14139,503
2024-10-23,Papaya,Fruits,Davanagere APMC,Chitradurga,Karnataka,3490,13855,8006,85
2024-10-24,Pomegranate,Fruits,Davanagere APMC,Mysuru,Karnataka,7980,34083,23213,734
2024-10-25,Onion,Vegetables,Chikkamagaluru APMC,Hassan,Karnataka,8661,51171,38312,469
2024-10-26,Cabbage,Vegetables,Chitradurga APMC,Raichur,Karnataka,2724,37200,17406,71
2024-10-27,Green Chilli,Vegetables,Tumakuru APMC,Tumakuru,Karnataka,9182,31924,22136,255
2024-10-28,Papaya,Fruits,Dharwad APMC,Chitradurga,Karnataka,3767,26158,18046,688
2024-10-29,Banana,Fruits,Chikkamagaluru APMC,Shivamogga,Karnataka,2137,49077,33414,897
2024-10-30,Cotton,Commercial Crops,Belagavi APMC,Udupi,Karnataka,5117,44018,27959,405
2024-10-31,Capsicum,Vegetables,Bhadravati APMC,Hassan,Karnataka,4420,46421,21785,489
2024-11-01,Tomato,Vegetables,Tumakuru APMC,Tumakuru,Karnataka,6845,32468,17876,778
2024-11-02,Banana,Fruits,Thirthahalli APMC,Dharwad,Karnataka,5778,18156,9594,145
2024-11-03,Jola (Jowar),Cereals,Mysuru APMC,Chitradurga,Karnataka,4906,36278,23866,978
2024-11-04,Coconut,Plantation,Belagavi APMC,Chikkamagaluru,Karnataka,4637,53074,19996,990
2024-11-05,Potato,Vegetables,Dharwad APMC,Chikkamagaluru,Karnataka,3953,49456,33342,213
2024-11-06,Green Chilli,Vegetables,Bengaluru APMC,Shivamogga,Karnataka,6929,47675,21087,197
2024-11-07,Jola (Jowar),Cereals,Chikkamagaluru APMC,Raichur,Karnataka,1276,39199,15260,579
2024-11-08,Turmeric,Commercial Crops,Bhadravati APMC,Belagavi,Karnataka,2999,22866,12746,343
2024-11-09,Onion,Vegetables,Hassan APMC,Davangere,Karnataka,2227,45951,28249,244
2024-11-10,Capsicum,Vegetables,Raichur APMC,Hassan,Karnataka,7337,26643,14202,712
2024-11-11,Tobacco,Commercial Crops,Sagar APMC,Kalaburagi,Karnataka,4735,54126,28247,529
2024-11-12,Tomato,Vegetables,Chitradurga APMC,Chitradurga,Karnataka,1695,26603,13978,926
2024-11-13,Rice (Akki),Cereals,Davanagere APMC,Hassan,Karnataka,5152,42233,19425,172
2024-11-14,Beans,Vegetables,Davanagere APMC,Chitradurga,Karnataka,8901,56129,25252,449
2024-11-15,Rice (Akki),Cereals,Hubballi APMC,Udupi,Karnataka,8470,41856,29656,748
2024-11-16,Carrot,Vegetables,Raichur APMC,Chitradurga,Karnataka,8537,46839,27726,501
2024-11-17,Arecanut (Betel Nut),Plantation,Hassan APMC,Udupi,Karnataka,3841,33053,12773,710
2024-11-18,Turmeric,Commercial Crops,Sagar APMC,Chitradurga,Karnataka,5208,50826,33546,153
2024-11-19,Banana,Fruits,Raichur APMC,Chikkamagaluru,Karnataka,9733,30431,24063,804
2024-11-20,Black Gram,Pulses,Bengaluru APMC,Chikkamagaluru,Karnataka,2088,16682,10003,511
2024-11-21,Watermelon,Fruits,Sagar APMC,Raichur,Karnataka,4363,39888,22178,792
2024-11-22,Cabbage,Vegetables,Kalaburagi APMC,Vijayapura,Karnataka,1024,25306,16840,767
2024-11-23,Carrot,Vegetables,Kalaburagi APMC,Bengaluru,Karnataka,7144,31478,23716,759
2024-11-24,Papaya,Fruits,Raichur APMC,Bengaluru,Karnataka,6668,45847,30247,445
2024-11-25,Potato,Vegetables,Sagar APMC,Vijayapura,Karnataka,5236,21880,13195,961
2024-11-26,Onion,Vegetables,Sagar APMC,Belagavi,Karnataka,9068,54686,33560,386
2024-11-27,Groundnut,Oilseeds,Chitradurga APMC,Bengaluru,Karnataka,3235,46168,28152,648
2024-11-28,Toor Dal,Pulses,Belagavi APMC,Raichur,Karnataka,8295,51982,24796,191
2024-11-29,Guava,Fruits,Hubballi APMC,Kalaburagi,Karnataka,9392,36767,22501,366
2024-11-30,Sugarcane,Commercial Crops,Hassan APMC,Kalaburagi,Karnataka,9448,50374,35310,760
2024-12-01,Ragi,Cereals,Thirthahalli APMC,Davangere,Karnataka,4747,51354,30935,607
2024-12-02,Green Gram,Pulses,Dharwad APMC,Davangere,Karnataka,4175,31817,17014,849
2024-12-03,Soybean,Oilseeds,Davanagere APMC,Kalaburagi,Karnataka,5897,39890,25115,576
2024-12-04,Sesame,Oilseeds,Bhadravati APMC,Hassan,Karnataka,6037,37225,16868,605
2024-12-05,Cowpea,Pulses,Chikkamagaluru APMC,Mysuru,Karnataka,8427,51023,28047,450
2024-12-06,Tomato,Vegetables,Hassan APMC,Vijayapura,Karnataka,9605,47377,32920,730
2024-12-07,Sunflower,Oilseeds,Sagar APMC,Davangere,Karnataka,3014,43871,18875,359
2024-12-08,Brinjal,Vegetables,Hassan APMC,Tumakuru,Karnataka,2381,23157,10159,544
2024-12-09,Mango,Fruits,Sagar APMC,Chikkamagaluru,Karnataka,2098,44933,31240,605
2024-12-10,Rice (Akki),Cereals,Bhadravati APMC,Udupi,Karnataka,4426,24214,12024,659
2024-12-11,Capsicum,Vegetables,Udupi APMC,Raichur,Karnataka,4655,20315,10987,822
2024-12-12,Tomato,Vegetables,Bengaluru APMC,Kalaburagi,Karnataka,8938,23416,18897,158
2024-12-13,Tobacco,Commercial Crops,Hassan APMC,Bengaluru,Karnataka,1187,19397,12002,844
2024-12-14,Potato,Vegetables,Hubballi APMC,Vijayapura,Karnataka,6409,27331,18540,421
2024-12-15,Tobacco,Commercial Crops,Mysuru APMC,Hassan,Karnataka,3092,49381,32771,904
2024-12-16,Tobacco,Commercial Crops,Davanagere APMC,Kalaburagi,Karnataka,3130,46470,18140,665
2024-12-17,Bajra,Cereals,Chikkamagaluru APMC,Shivamogga,Karnataka,6242,56092,35274,817
2024-12-18,Sunflower,Oilseeds,Bhadravati APMC,Udupi,Karnataka,9549,57712,33702,940
2024-12-19,Pomegranate,Fruits,Hubballi APMC,Tumakuru,Karnataka,6647,35289,24739,255
2024-12-20,Banana,Fruits,Chitradurga APMC,Bengaluru,Karnataka,6185,27279,16801,896
2024-12-21,Green Gram,Pulses,Mysuru APMC,Tumakuru,Karnataka,6776,39199,24547,92
2024-12-22,Wheat,Cereals,Davanagere APMC,Chikkamagaluru,Karnataka,8913,52331,30235,914
2024-12-23,Watermelon,Fruits,Vijayapura APMC,Kalaburagi,Karnataka,8547,24288,16280,294
2024-12-24,Maize,Cereals,Kalaburagi APMC,Chitradurga,Karnataka,8823,25661,19047,336
2024-12-25,Bajra,Cereals,Chitradurga APMC,Chikkamagaluru,Karnataka,8355,21617,15668,404
2024-12-26,Capsicum,Vegetables,Davanagere APMC,Raichur,Karnataka,7465,22461,15762,834
2024-12-27,Cauliflower,Vegetables,Vijayapura APMC,Belagavi,Karnataka,2497,34661,17939,525
2024-12-28,Papaya,Fruits,Belagavi APMC,Hassan,Karnataka,3555,49150,26920,132
2024-12-29,Turmeric,Commercial Crops,Davanagere APMC,Udupi,Karnataka,6409,46666,30494,159
2024-12-30,Soybean,Oilseeds,Belagavi APMC,Dharwad,Karnataka,3951,28162,19213,999
2024-12-31,Groundnut,Oilseeds,Raichur APMC,Dharwad,Karnataka,2238,42691,25645,239
2025-01-01,Cauliflower,Vegetables,Kalaburagi APMC,Udupi,Karnataka,5727,20959,15927,849
2025-01-02,Copra,Plantation,Mysuru APMC,Shivamogga,Karnataka,4965,17182,12639,985
2025-01-03,Arecanut (Betel Nut),Plantation,Belagavi APMC,Raichur,Karnataka,6686,40915,24648,958
2025-01-04,Copra,Plantation,Sagar APMC,Hassan,Karnataka,4701,28933,18478,300
2025-01-05,Brinjal,Vegetables,Mysuru APMC,Tumakuru,Karnataka,3780,39393,27659,773
2025-01-06,Carrot,Vegetables,Bhadravati APMC,Shivamogga,Karnataka,8398,32424,21556,340
2025-01-07,Pomegranate,Fruits,Mysuru APMC,Mysuru,Karnataka,2588,41142,26874,694
2025-01-08,Carrot,Vegetables,Belagavi APMC,Udupi,Karnataka,3368,44276,26912,250
2025-01-09,Tomato,Vegetables,Belagavi APMC,Tumakuru,Karnataka,6789,36399,22209,846
2025-01-10,Black Gram,Pulses,Shivamogga APMC,Dharwad,Karnataka,1436,51041,21116,375
2025-01-11,Cowpea,Pulses,Chitradurga APMC,Davangere,Karnataka,3828,20859,11839,560
2025-01-12,Ragi,Cereals,Vijayapura APMC,Vijayapura,Karnataka,2556,38071,26958,458
2025-01-13,Ragi,Cereals,Mysuru APMC,Belagavi,Karnataka,8570,55054,34745,656
2025-01-14,Mango,Fruits,Shivamogga APMC,Dharwad,Karnataka,8480,54662,32761,839
2025-01-15,Capsicum,Vegetables,Vijayapura APMC,Hassan,Karnataka,1182,11752,8298,990
2025-01-16,Potato,Vegetables,Hassan APMC,Chitradurga,Karnataka,8190,50444,30779,886
2025-01-17,Turmeric,Commercial Crops,Belagavi APMC,Chikkamagaluru,Karnataka,7687,36975,22637,557
2025-01-18,Ragi,Cereals,Chikkamagaluru APMC,Vijayapura,Karnataka,6565,29853,20625,780
2025-01-19,Soybean,Oilseeds,Belagavi APMC,Vijayapura,Karnataka,8241,48118,31572,650
2025-01-20,Watermelon,Fruits,Bengaluru APMC,Davangere,Karnataka,8651,37540,19550,121
2025-01-21,Wheat,Cereals,Thirthahalli APMC,Belagavi,Karnataka,6575,17492,11908,296
2025-01-22,Tobacco,Commercial Crops,Chitradurga APMC,Kalaburagi,Karnataka,2589,22655,12401,690
2025-01-23,Cabbage,Vegetables,Tumakuru APMC,Belagavi,Karnataka,9851,49355,27679,773
2025-01-24,Jola (Jowar),Cereals,Davanagere APMC,Mysuru,Karnataka,1159,18141,9767,989
2025-01-25,Cowpea,Pulses,Chikkamagaluru APMC,Mysuru,Karnataka,7555,56659,30400,904
2025-01-26,Carrot,Vegetables,Belagavi APMC,Bengaluru,Karnataka,9244,37306,19900,657
2025-01-27,Soybean,Oilseeds,Bengaluru APMC,Dharwad,Karnataka,7846,34845,20399,636
2025-01-28,Pomegranate,Fruits,Bengaluru APMC,Dharwad,Karnataka,3307,23248,9866,984
2025-01-29,Tobacco,Commercial Crops,Chikkamagaluru APMC,Dharwad,Karnataka,2228,35698,19978,615
2025-01-30,Cabbage,Vegetables,Tumakuru APMC,Bengaluru,Karnataka,8226,39359,28197,393
2025-01-31,Sesame,Oilseeds,Kalaburagi APMC,Raichur,Karnataka,6590,21119,15164,974
2025-02-01,Brinjal,Vegetables,Thirthahalli APMC,Shivamogga,Karnataka,7919,35438,20142,103
2025-02-02,Wheat,Cereals,Bhadravati APMC,Chitradurga,Karnataka,6585,28777,14016,779
2025-02-03,Cauliflower,Vegetables,Dharwad APMC,Chitradurga,Karnataka,7046,25612,14117,577
2025-02-04,Wheat,Cereals,Belagavi APMC,Belagavi,Karnataka,5945,23171,14871,660
2025-02-05,Cowpea,Pulses,Udupi APMC,Davangere,Karnataka,8927,56857,27276,581
2025-02-06,Soybean,Oilseeds,Tumakuru APMC,Hassan,Karnataka,8016,39275,24195,607
2025-02-07,Carrot,Vegetables,Bhadravati APMC,Belagavi,Karnataka,8758,52845,26068,242
2025-02-08,Carrot,Vegetables,Belagavi APMC,Mysuru,Karnataka,6086,17227,13211,944
2025-02-09,Cotton,Commercial Crops,Dharwad APMC,Vijayapura,Karnataka,8161,22788,14873,107
2025-02-10,Watermelon,Fruits,Raichur APMC,Tumakuru,Karnataka,2884,15574,7937,486
2025-02-11,Guava,Fruits,Hassan APMC,Chikkamagaluru,Karnataka,2809,16064,11092,160
2025-02-12,Banana,Fruits,Raichur APMC,Bengaluru,Karnataka,4167,19380,10817,178
2025-02-13,Cauliflower,Vegetables,Mysuru APMC,Udupi,Karnataka,7352,54228,23505,898
2025-02-14,Pomegranate,Fruits,Bhadravati APMC,Tumakuru,Karnataka,7056,36460,22586,755
2025-02-15,Tomato,Vegetables,Belagavi APMC,Hassan,Karnataka,3437,38817,22281,974
2025-02-16,Bengal Gram,Pulses,Sagar APMC,Dharwad,Karnataka,7468,42988,28278,901
2025-02-17,Wheat,Cereals,Vijayapura APMC,Mysuru,Karnataka,6951,36124,18506,375
2025-02-18,Guava,Fruits,Chitradurga APMC,Kalaburagi,Karnataka,6276,40265,22506,57
2025-02-19,Mango,Fruits,Tumakuru APMC,Mysuru,Karnataka,9859,44378,24114,78
2025-02-20,Green Chilli,Vegetables,Bengaluru APMC,Mysuru,Karnataka,8818,41257,19600,161
2025-02-21,Bengal Gram,Pulses,Hassan APMC,Dharwad,Karnataka,5728,27141,19660,996
2025-02-22,Copra,Plantation,Bhadravati APMC,Udupi,Karnataka,3624,28619,18410,722
2025-02-23,Capsicum,Vegetables,Hubballi APMC,Bengaluru,Karnataka,6738,40297,20852,180
2025-02-24,Ragi,Cereals,Davanagere APMC,Tumakuru,Karnataka,5232,38745,23321,237
2025-02-25,Wheat,Cereals,Thirthahalli APMC,Dharwad,Karnataka,6793,21814,12509,724
2025-02-26,Maize,Cereals,Thirthahalli APMC,Hassan,Karnataka,5523,47987,33383,758
2025-02-27,Soybean,Oilseeds,Kalaburagi APMC,Bengaluru,Karnataka,6571,37690,17337,524
2025-02-28,Onion,Vegetables,Thirthahalli APMC,Hassan,Karnataka,3224,42523,15074,413
2025-03-01,Soybean,Oilseeds,Raichur APMC,Bengaluru,Karnataka,9389,58739,34104,253
2025-03-02,Rice (Akki),Cereals,Udupi APMC,Udupi,Karnataka,7091,42608,26030,261
2025-03-03,Brinjal,Vegetables,Raichur APMC,Chikkamagaluru,Karnataka,9662,32779,21951,670
2025-03-04,Capsicum,Vegetables,Bengaluru APMC,Hassan,Karnataka,7361,39611,17739,325
2025-03-05,Beans,Vegetables,Shivamogga APMC,Dharwad,Karnataka,2948,31898,15270,122
2025-03-06,Sugarcane,Commercial Crops,Kalaburagi APMC,Bengaluru,Karnataka,8094,35453,21765,728
2025-03-07,Onion,Vegetables,Kalaburagi APMC,Chitradurga,Karnataka,7318,40914,20307,821
2025-03-08,Cowpea,Pulses,Dharwad APMC,Mysuru,Karnataka,4796,40326,27857,292
2025-03-09,Papaya,Fruits,Hubballi APMC,Raichur,Karnataka,1234,12496,5005,836
2025-03-10,Banana,Fruits,Udupi APMC,Belagavi,Karnataka,4607,37222,20750,151
2025-03-11,Banana,Fruits,Thirthahalli APMC,Kalaburagi,Karnataka,9043,22370,16727,734
2025-03-12,Pomegranate,Fruits,Sagar APMC,Mysuru,Karnataka,1522,41290,17616,220
2025-03-13,Cowpea,Pulses,Udupi APMC,Shivamogga,Karnataka,6904,45754,28260,702
2025-03-14,Jola (Jowar),Cereals,Tumakuru APMC,Chikkamagaluru,Karnataka,5888,32736,22849,958
2025-03-15,Ragi,Cereals,Chikkamagaluru APMC,Chikkamagaluru,Karnataka,6832,56374,25466,237
2025-03-16,Banana,Fruits,Shivamogga APMC,Mysuru,Karnataka,8122,33282,24901,490
2025-03-17,Turmeric,Commercial Crops,Chitradurga APMC,Kalaburagi,Karnataka,6842,50840,29784,135
2025-03-18,Bengal Gram,Pulses,Hubballi APMC,Chitradurga,Karnataka,2316,39546,17941,525
2025-03-19,Cabbage,Vegetables,Hubballi APMC,Tumakuru,Karnataka,2124,21200,11134,101
2025-03-20,Groundnut,Oilseeds,Chikkamagaluru APMC,Udupi,Karnataka,6621,20426,12486,160
2025-03-21,Cowpea,Pulses,Bhadravati APMC,Hassan,Karnataka,6423,47508,30665,998
2025-03-22,Green Chilli,Vegetables,Dharwad APMC,Dharwad,Karnataka,3587,28302,18874,926
2025-03-23,Rice (Akki),Cereals,Bhadravati APMC,Chikkamagaluru,Karnataka,6672,22422,16645,903
2025-03-24,Papaya,Fruits,Thirthahalli APMC,Mysuru,Karnataka,2378,25610,18508,92
2025-03-25,Tomato,Vegetables,Raichur APMC,Mysuru,Karnataka,4374,50277,32674,260
2025-03-26,Arecanut (Betel Nut),Plantation,Sagar APMC,Udupi,Karnataka,2519,19472,11683,249
2025-03-27,Carrot,Vegetables,Belagavi APMC,Chitradurga,Karnataka,6777,48870,25116,859
2025-03-28,Green Gram,Pulses,Hassan APMC,Udupi,Karnataka,8935,44435,27318,907
2025-03-29,Cabbage,Vegetables,Tumakuru APMC,Davangere,Karnataka,7093,39511,17351,801
2025-03-30,Carrot,Vegetables,Hubballi APMC,Chitradurga,Karnataka,9418,53732,35915,676
2025-03-31,Bengal Gram,Pulses,Chikkamagaluru APMC,Davangere,Karnataka,6355,38804,21878,75
2025-04-01,Carrot,Vegetables,Bhadravati APMC,Tumakuru,Karnataka,5968,33446,14431,968
2025-04-02,Mango,Fruits,Hubballi APMC,Raichur,Karnataka,6574,51753,21257,348
2025-04-03,Toor Dal,Pulses,Dharwad APMC,Raichur,Karnataka,5072,40410,21150,126
2025-04-04,Maize,Cereals,Chikkamagaluru APMC,Tumakuru,Karnataka,3257,40156,22938,973
2025-04-05,Horse Gram,Pulses,Sagar APMC,Shivamogga,Karnataka,9588,23733,16458,186
2025-04-06,Cabbage,Vegetables,Raichur APMC,Chitradurga,Karnataka,5424,47525,28482,69
2025-04-07,Guava,Fruits,Udupi APMC,Tumakuru,Karnataka,4237,17012,10524,489
2025-04-08,Potato,Vegetables,Hubballi APMC,Bengaluru,Karnataka,4893,46540,28410,260
2025-04-09,Cotton,Commercial Crops,Vijayapura APMC,Udupi,Karnataka,3005,32544,14456,801
2025-04-10,Guava,Fruits,Davanagere APMC,Kalaburagi,Karnataka,3016,49754,19147,600
2025-04-11,Bengal Gram,Pulses,Chitradurga APMC,Raichur,Karnataka,2772,39388,22492,484
2025-04-12,Pomegranate,Fruits,Davanagere APMC,Chitradurga,Karnataka,9353,33472,21265,829
2025-04-13,Black Gram,Pulses,Sagar APMC,Dharwad,Karnataka,4976,40135,15902,256
2025-04-14,Onion,Vegetables,Shivamogga APMC,Bengaluru,Karnataka,2751,49850,24049,488
2025-04-15,Papaya,Fruits,Chitradurga APMC,Hassan,Karnataka,9967,30262,16917,828
2025-04-16,Papaya,Fruits,Hubballi APMC,Mysuru,Karnataka,8430,53140,31346,715
2025-04-17,Guava,Fruits,Bhadravati APMC,Tumakuru,Karnataka,8170,42855,24067,91
2025-04-18,Coconut,Plantation,Sagar APMC,Kalaburagi,Karnataka,7469,42948,26814,460
2025-04-19,Watermelon,Fruits,Raichur APMC,Mysuru,Karnataka,4220,47849,31368,572
2025-04-20,Capsicum,Vegetables,Udupi APMC,Chitradurga,Karnataka,1539,28572,12889,855
2025-04-21,Onion,Vegetables,Kalaburagi APMC,Chikkamagaluru,Karnataka,2461,49363,34581,659
2025-04-22,Tomato,Vegetables,Hubballi APMC,Shivamogga,Karnataka,6184,31592,19250,476
2025-04-23,Capsicum,Vegetables,Udupi APMC,Chikkamagaluru,Karnataka,9547,36967,24554,324
2025-04-24,Pomegranate,Fruits,Vijayapura APMC,Shivamogga,Karnataka,1234,27585,16314,497
2025-04-25,Cowpea,Pulses,Mysuru APMC,Davangere,Karnataka,2548,16679,10556,951
2025-04-26,Groundnut,Oilseeds,Dharwad APMC,Mysuru,Karnataka,8480,29829,19248,991
2025-04-27,Tomato,Vegetables,Raichur APMC,Shivamogga,Karnataka,5213,53438,27951,933
2025-04-28,Potato,Vegetables,Mysuru APMC,Vijayapura,Karnataka,2673,51520,18378,791
2025-04-29,Papaya,Fruits,Hubballi APMC,Raichur,Karnataka,7708,30161,14642,418
2025-04-30,Cauliflower,Vegetables,Dharwad APMC,Vijayapura,Karnataka,8982,37796,21752,987
2025-05-01,Arecanut (Betel Nut),Plantation,Kalaburagi APMC,Vijayapura,Karnataka,3100,31363,15351,269
2025-05-02,Sugarcane,Commercial Crops,Tumakuru APMC,Belagavi,Karnataka,4748,26906,14832,626
2025-05-03,Potato,Vegetables,Sagar APMC,Raichur,Karnataka,4173,29908,13318,916
2025-05-04,Tobacco,Commercial Crops,Udupi APMC,Bengaluru,Karnataka,2815,28645,18191,281
2025-05-05,Groundnut,Oilseeds,Sagar APMC,Kalaburagi,Karnataka,4841,38767,26648,377
2025-05-06,Copra,Plantation,Dharwad APMC,Shivamogga,Karnataka,9016,53795,39264,492
2025-05-07,Guava,Fruits,Hubballi APMC,Shivamogga,Karnataka,8011,21384,14657,101
2025-05-08,Cowpea,Pulses,Dharwad APMC,Bengaluru,Karnataka,5493,25828,17294,935
2025-05-09,Copra,Plantation,Tumakuru APMC,Mysuru,Karnataka,1674,35415,23343,992
2025-05-10,Cowpea,Pulses,Raichur APMC,Mysuru,Karnataka,9088,29780,18758,425
2025-05-11,Black Gram,Pulses,Udupi APMC,Vijayapura,Karnataka,9578,53635,28248,312
2025-05-12,Toor Dal,Pulses,Thirthahalli APMC,Bengaluru,Karnataka,3158,14605,10881,316
2025-05-13,Brinjal,Vegetables,Hassan APMC,Chitradurga,Karnataka,3661,33244,18638,408
2025-05-14,Sesame,Oilseeds,Chitradurga APMC,Raichur,Karnataka,3064,35829,19411,366
2025-05-15,Green Chilli,Vegetables,Vijayapura APMC,Vijayapura,Karnataka,4253,38159,16845,373
2025-05-16,Copra,Plantation,Bhadravati APMC,Chikkamagaluru,Karnataka,5979,35546,16128,970
2025-05-17,Soybean,Oilseeds,Mysuru APMC,Belagavi,Karnataka,8703,32842,24076,957
2025-05-18,Wheat,Cereals,Chikkamagaluru APMC,Dharwad,Karnataka,9931,58161,36248,715
2025-05-19,Papaya,Fruits,Belagavi APMC,Hassan,Karnataka,2401,31921,15104,919
2025-05-20,Cowpea,Pulses,Raichur APMC,Belagavi,Karnataka,4259,33961,15448,927
2025-05-21,Potato,Vegetables,Mysuru APMC,Mysuru,Karnataka,4923,40489,23496,701
2025-05-22,Cotton,Commercial Crops,Kalaburagi APMC,Kalaburagi,Karnataka,5214,22871,14635,988
2025-05-23,Guava,Fruits,Kalaburagi APMC,Dharwad,Karnataka,4227,51915,22482,612
2025-05-24,Tomato,Vegetables,Dharwad APMC,Davangere,Karnataka,3745,43879,29453,678
2025-05-25,Soybean,Oilseeds,Hubballi APMC,Tumakuru,Karnataka,7091,27436,13880,470
2025-05-26,Watermelon,Fruits,Chitradurga APMC,Kalaburagi,Karnataka,4866,42279,21419,95
2025-05-27,Watermelon,Fruits,Chikkamagaluru APMC,Vijayapura,Karnataka,6818,22026,15519,870
2025-05-28,Sesame,Oilseeds,Belagavi APMC,Shivamogga,Karnataka,3222,46677,21023,649
2025-05-29,Green Chilli,Vegetables,Shivamogga APMC,Chitradurga,Karnataka,3792,41810,27784,769
2025-05-30,Wheat,Cereals,Chitradurga APMC,Chitradurga,Karnataka,5063,23143,15838,938
2025-05-31,Papaya,Fruits,Hassan APMC,Bengaluru,Karnataka,2524,34426,22163,318
2025-06-01,Tomato,Vegetables,Mysuru APMC,Kalaburagi,Karnataka,9224,28710,15998,650
2025-06-02,Cabbage,Vegetables,Chikkamagaluru APMC,Bengaluru,Karnataka,7198,56060,24604,430
2025-06-03,Horse Gram,Pulses,Hassan APMC,Shivamogga,Karnataka,5025,36183,17943,167
2025-06-04,Coconut,Plantation,Raichur APMC,Vijayapura,Karnataka,3566,49437,26833,615
2025-06-05,Cowpea,Pulses,Udupi APMC,Kalaburagi,Karnataka,3803,49011,30892,165
2025-06-06,Black Gram,Pulses,Dharwad APMC,Tumakuru,Karnataka,4709,35228,24077,679
2025-06-07,Bengal Gram,Pulses,Hubballi APMC,Hassan,Karnataka,7155,48534,31227,309
2025-06-08,Arecanut (Betel Nut),Plantation,Vijayapura APMC,Tumakuru,Karnataka,1719,40097,27487,124
2025-06-09,Grapes,Fruits,Shivamogga APMC,Dharwad,Karnataka,7516,57408,37227,529
2025-06-10,Toor Dal,Pulses,Bengaluru APMC,Tumakuru,Karnataka,5579,29610,15732,354
2025-06-11,Groundnut,Oilseeds,Mysuru APMC,Chitradurga,Karnataka,1972,26508,11934,56
2025-06-12,Turmeric,Commercial Crops,Kalaburagi APMC,Dharwad,Karnataka,4718,15164,10761,415
2025-06-13,Black Gram,Pulses,Shivamogga APMC,Tumakuru,Karnataka,8395,55078,26001,683
2025-06-14,Beans,Vegetables,Bhadravati APMC,Hassan,Karnataka,5402,33020,14712,572
2025-06-15,Rice (Akki),Cereals,Shivamogga APMC,Kalaburagi,Karnataka,5552,22139,14059,397
2025-06-16,Wheat,Cereals,Shivamogga APMC,Hassan,Karnataka,3207,44687,29284,487
2025-06-17,Cabbage,Vegetables,Hassan APMC,Mysuru,Karnataka,5426,48420,20068,264
2025-06-18,Pomegranate,Fruits,Belagavi APMC,Shivamogga,Karnataka,7919,38446,26747,478
2025-06-19,Grapes,Fruits,Shivamogga APMC,Hassan,Karnataka,9835,43404,30803,840
2025-06-20,Copra,Plantation,Belagavi APMC,Dharwad,Karnataka,9386,30537,19812,547
2025-06-21,Green Gram,Pulses,Tumakuru APMC,Hassan,Karnataka,9680,25238,14704,589
2025-06-22,Ragi,Cereals,Bhadravati APMC,Mysuru,Karnataka,3204,46158,19090,796
2025-06-23,Tobacco,Commercial Crops,Chitradurga APMC,Bengaluru,Karnataka,6345,51648,32755,416
2025-06-24,Arecanut (Betel Nut),Plantation,Tumakuru APMC,Dharwad,Karnataka,4276,48976,30413,362
